CE ID,Contracting Entity,Type of Organization,Program Type (SFSP or SSFO),Type of SFSP,TDA Region,ESC Region,County, Sites Claiming , Breakfast Days Claimed , Severe Need Breakfast Days Claimed , AM Snack Days Claimed , Lunch Days Claimed , PM Snack Days Claimed , Supper Days Claimed , Breakfast Meals , Severe Need Breakfast Meals , AM Snack Meals , Lunch Meals , LUNCH ADP , PM Snack Meals , Supper Meals , TOTAL MEALS , Breakfast Reimbursement , Severe Need Breakfast Reimbursement , AM Snack Reimbursement , Lunch Reimbursement , PM Snack Reimbursement , Supper Reimbursement , Admin Reimbursement , Total Reimbursement 
570,MISSION CONS ISD,Educational Institution,SSFO,,5,1,Hidalgo ,33,53,47, -   ,57, -   , -   ,"8,258","16,073", -   ,"40,911",718, -   , -   ,"65,242","13,557","31,705", -   ,"127,343", -   , -   , -   ,"172,606"
571,PHARR-SAN JUAN-ALAMO ISD,Educational Institution,SSFO,,5,1,Hidalgo ,85, -   ,52, -   ,54,31, -   , -   ,"57,489", -   ,"91,625","1,697","1,339", -   ,"150,453", -   ,"111,569", -   ,"281,912","1,116", -   , -   ,"394,597"
573,SHARYLAND ISD,Educational Institution,SSFO,,5,1,Hidalgo ,8,54,24, -   ,54, -   , -   ,"11,001","11,629", -   ,"26,482",490, -   , -   ,"49,112","18,006","22,584", -   ,"81,816", -   , -   , -   ,"122,406"
574,LA JOYA ISD,Educational Institution,SSFO,,5,1,Hidalgo ,63,53,53, -   ,53, -   , -   ,"30,758","48,425", -   ,"121,483","2,292", -   , -   ,"200,666","50,461","93,904", -   ,"375,335", -   , -   , -   ,"519,700"
575,WESLACO ISD,Educational Institution,SSFO,,5,1,Hidalgo ,36,40,29, -   ,45,34, -   ,"5,773","29,677", -   ,"62,604","1,391","3,244", -   ,"101,298","9,447","57,421", -   ,"192,457","2,682", -   , -   ,"262,006"
578,VALLEY VIEW ISD-PHARR,Educational Institution,SSFO,,5,1,Hidalgo ,10,33,20, -   ,33, -   , -   ,"4,369","15,145", -   ,"18,811",570, -   , -   ,"38,325","7,172","29,376", -   ,"58,015", -   , -   , -   ,"94,563"
581,COVINGTON ISD,Educational Institution,SSFO,,2,12,Hill ,2, -   ,29, -   ,29, -   , -   , -   ,627, -   ,820,28, -   , -   ,"1,447", -   ,"1,216", -   ,"2,522", -   , -   , -   ,"3,738"
582,HILLSBORO ISD,Educational Institution,SSFO,,2,12,Hill ,1, -   ,21, -   ,21, -   , -   , -   ,"1,074", -   ,"2,257",107, -   , -   ,"3,331", -   ,"2,073", -   ,"6,906", -   , -   , -   ,"8,979"
584,ITASCA ISD,Educational Institution,SSFO,,2,12,Hill ,2, -   ,20, -   ,20, -   , -   , -   ,322, -   ,530,27, -   , -   ,852, -   ,624, -   ,"1,625", -   , -   , -   ,"2,249"
587,WHITNEY ISD,Educational Institution,SSFO,,2,12,Hill ,1, -   ,21, -   ,21, -   , -   , -   ,540, -   ,"1,361",65, -   , -   ,"1,901", -   ,"1,042", -   ,"4,165", -   , -   , -   ,"5,207"
588,AQUILLA ISD,Educational Institution,SSFO,,2,12,Hill ,1, -   , -   , -   ,18, -   , -   , -   , -   , -   ,13,1, -   , -   ,13, -   , -   , -   ,40, -   , -   , -   ,40
589,BLUM ISD,Educational Institution,SSFO,,2,12,Hill ,2, -   ,19, -   ,19, -   , -   , -   ,373, -   ,471,25, -   , -   ,844, -   ,722, -   ,"1,445", -   , -   , -   ,"2,168"
592,LEVELLAND ISD,Educational Institution,SSFO,,1,17,Hockley ,2, -   ,20, -   ,20, -   , -   , -   ,"5,105", -   ,"7,205",360, -   , -   ,"12,310", -   ,"9,853", -   ,"22,047", -   , -   , -   ,"31,900"
597,GRANBURY ISD,Educational Institution,SSFO,,2,11,Hood ,3, -   ,19, -   ,47, -   , -   , -   ,"1,033", -   ,"25,997",553, -   , -   ,"27,030", -   ,"1,995", -   ,"80,914", -   , -   , -   ,"82,909"
598,LIPAN ISD,Educational Institution,SSFO,,2,11,Hood ,2, -   ,16, -   ,16, -   , -   , -   ,432, -   ,"1,006",63, -   , -   ,"1,438", -   ,834, -   ,"3,078", -   , -   , -   ,"3,912"
602,NORTH HOPKINS ISD,Educational Institution,SSFO,,2,8,Hopkins ,2, -   ,16, -   ,16, -   , -   , -   ,529, -   ,845,53, -   , -   ,"1,374", -   ,"1,023", -   ,"2,588", -   , -   , -   ,"3,611"
608,GRAPELAND ISD,Educational Institution,SSFO,,3,6,Houston ,1, -   ,16, -   ,16, -   , -   , -   ,361, -   ,337,21, -   , -   ,698, -   ,697, -   ,"1,031", -   , -   , -   ,"1,728"
610,LATEXO ISD,Educational Institution,SSFO,,3,6,Houston ,2, -   ,20, -   ,20, -   , -   , -   ,349, -   ,548,27, -   , -   ,897, -   ,675, -   ,"1,683", -   , -   , -   ,"2,358"
612,BIG SPRING ISD,Educational Institution,SSFO,,1,18,Howard ,3, -   ,18, -   ,17, -   , -   , -   ,"2,602", -   ,"3,738",220, -   , -   ,"6,340", -   ,"5,022", -   ,"11,438", -   , -   , -   ,"16,460"
620,CELESTE ISD,Educational Institution,SSFO,,2,10,Hunt ,1, -   ,16, -   , -   , -   , -   , -   ,197, -   , -   , - , -   , -   ,197, -   ,380, -   , -   , -   , -   , -   ,380
621,COMMERCE ISD,Educational Institution,SSFO,,2,10,Hunt ,6, -   , -   , -   ,20, -   , -   , -   , -   , -   ,"1,826",91, -   , -   ,"1,826", -   , -   , -   ,"5,624", -   , -   , -   ,"5,624"
622,GREENVILLE ISD,Educational Institution,SSFO,,2,8,Hunt ,7, -   ,39, -   ,39, -   , -   , -   ,"6,181", -   ,"12,978",333, -   , -   ,"19,159", -   ,"11,998", -   ,"40,038", -   , -   , -   ,"52,036"
623,LONE OAK ISD,Educational Institution,SSFO,,2,10,Hunt ,1, -   ,14, -   ,14, -   , -   , -   ,705, -   ,409,29, -   , -   ,"1,114", -   ,"1,361", -   ,"1,252", -   , -   , -   ,"2,612"
624,QUINLAN ISD,Educational Institution,SSFO,,2,10,Hunt ,4, -   ,24, -   ,24, -   , -   , -   ,"3,124", -   ,"4,560",190, -   , -   ,"7,684", -   ,"6,106", -   ,"14,126", -   , -   , -   ,"20,233"
625,WOLFE CITY ISD,Educational Institution,SSFO,,2,10,Hunt ,2, -   ,18, -   ,18, -   , -   , -   ,"1,155", -   ,"1,718",95, -   , -   ,"2,873", -   ,"2,234", -   ,"5,273", -   , -   , -   ,"7,507"
627,BLAND ISD,Educational Institution,SSFO,,2,10,Hunt ,2, -   , -   , -   ,14, -   , -   , -   , -   , -   ,"1,526",109, -   , -   ,"1,526", -   , -   , -   ,"4,685", -   , -   , -   ,"4,685"
635,JACKSBORO ISD,Educational Institution,SSFO,,2,9,Jack ,3, -   , -   , -   ,30, -   , -   , -   , -   , -   ,"1,044",35, -   , -   ,"1,044", -   , -   , -   ,"3,198", -   , -   , -   ,"3,198"
636,PERRIN-WHITT CONS ISD,Educational Institution,SSFO,,2,9,Jack ,1, -   , -   , -   ,16, -   , -   , -   , -   , -   ,150,9, -   , -   ,150, -   , -   , -   ,459, -   , -   , -   ,459
637,EDNA ISD,Educational Institution,SSFO,,3,3,Jackson ,1, -   ,17, -   ,17, -   , -   , -   ,415, -   ,736,43, -   , -   ,"1,151", -   ,801, -   ,"2,252", -   , -   , -   ,"3,053"
652,PORT ARTHUR ISD,Educational Institution,SSFO,,3,5,Jefferson ,10, -   ,24, -   ,24, -   , -   , -   ,"13,226", -   ,"26,877","1,120", -   , -   ,"40,103", -   ,"25,813", -   ,"83,098", -   , -   , -   ,"108,911"
658,ALICE ISD,Educational Institution,SSFO,,5,2,Jim Wells ,6, -   ,39, -   ,39, -   , -   , -   ,"15,867", -   ,"26,253",673, -   , -   ,"42,120", -   ,"31,067", -   ,"81,526", -   , -   , -   ,"112,593"
660,ORANGE GROVE ISD,Educational Institution,SSFO,,5,2,Jim Wells ,2, -   ,16, -   ,16, -   , -   , -   ,613, -   ,"1,056",66, -   , -   ,"1,669", -   ,"1,184", -   ,"3,232", -   , -   , -   ,"4,416"
661,PREMONT ISD,Educational Institution,SSFO,,5,2,Jim Wells ,2, -   ,18, -   ,18, -   , -   , -   ,750, -   ,"1,753",97, -   , -   ,"2,503", -   ,"1,453", -   ,"5,378", -   , -   , -   ,"6,831"
663,ALVARADO ISD,Educational Institution,SSFO,,2,11,Johnson ,2, -   ,23, -   ,23, -   , -   , -   ,"1,257", -   ,"5,111",222, -   , -   ,"6,368", -   ,"2,432", -   ,"15,724", -   , -   , -   ,"18,155"
667,JOSHUA ISD,Educational Institution,SSFO,,2,11,Johnson ,2, -   , -   ,16,16, -   , -   , -   , -   ,313,"2,103",131, -   , -   ,"2,416", -   , -   ,259,"6,472", -   , -   , -   ,"6,731"
668,KEENE ISD,Educational Institution,SSFO,,2,11,Johnson ,2, -   ,21, -   ,21, -   , -   , -   ,"1,426", -   ,"2,711",129, -   , -   ,"4,137", -   ,"2,753", -   ,"8,298", -   , -   , -   ,"11,052"
669,RIO VISTA ISD,Educational Institution,SSFO,,2,11,Johnson ,1, -   ,15, -   ,15, -   , -   , -   ,270, -   ,543,36, -   , -   ,813, -   ,521, -   ,"1,662", -   , -   , -   ,"2,183"
671,GODLEY ISD,Educational Institution,SSFO,,2,11,Johnson ,2, -   ,21, -   ,21, -   , -   , -   ,"1,490", -   ,"1,807",86, -   , -   ,"3,297", -   ,"2,885", -   ,"5,548", -   , -   , -   ,"8,433"
677,KARNES CITY ISD,Educational Institution,SSFO,,4,3,Karnes ,2, -   ,18, -   ,18, -   , -   , -   ,"1,438", -   ,"2,010",112, -   , -   ,"3,448", -   ,"2,775", -   ,"6,151", -   , -   , -   ,"8,926"
678,KENEDY ISD,Educational Institution,SSFO,,4,3,Karnes ,1, -   ,16, -   ,16, -   , -   , -   ,713, -   ,"1,060",66, -   , -   ,"1,773", -   ,"1,376", -   ,"3,244", -   , -   , -   ,"4,620"
679,RUNGE ISD,Educational Institution,SSFO,,4,3,Karnes ,1, -   ,18, -   ,18, -   , -   , -   ,322, -   ,432,24, -   , -   ,754, -   ,621, -   ,"1,322", -   , -   , -   ,"1,943"
683,KAUFMAN ISD,Educational Institution,SSFO,,2,10,Kaufman ,6, -   ,30, -   ,30, -   , -   , -   ,"2,302", -   ,"3,664",122, -   , -   ,"5,966", -   ,"4,456", -   ,"11,254", -   , -   , -   ,"15,710"
686,TERRELL ISD,Educational Institution,SSFO,,2,10,Kaufman ,5,5,28, -   ,28, -   , -   ,393,"3,351", -   ,"6,500",232, -   , -   ,"10,244",637,"6,541", -   ,"19,962", -   , -   , -   ,"27,140"
694,INGRAM ISD,Educational Institution,SSFO,,4,20,Kerr ,2, -   ,21, -   ,21, -   , -   , -   ,"1,092", -   ,"1,013",48, -   , -   ,"2,105", -   ,"2,113", -   ,"3,108", -   , -   , -   ,"5,221"
698,KINGSVILLE ISD,Educational Institution,SSFO,,5,2,Kleberg ,3, -   ,22, -   ,22, -   , -   , -   ,"7,031", -   ,"7,566",344, -   , -   ,"14,597", -   ,"13,585", -   ,"23,174", -   , -   , -   ,"36,759"
700,RIVIERA ISD,Educational Institution,SSFO,,5,2,Kleberg ,1, -   ,14, -   ,14, -   , -   , -   ,81, -   ,264,19, -   , -   ,345, -   ,156, -   ,808, -   , -   , -   ,964
707,PARIS ISD,Educational Institution,SSFO,,2,8,Lamar ,25, -   ,28, -   ,39, -   , -   , -   ,"3,448", -   ,"10,710",275, -   , -   ,"14,158", -   ,"6,794", -   ,"33,322", -   , -   , -   ,"40,115"
715,LAMPASAS ISD,Educational Institution,SSFO,,2,12,Lampasas ,3, -   ,45, -   ,45, -   , -   , -   ,"3,371", -   ,"6,892",153, -   , -   ,"10,263", -   ,"6,572", -   ,"21,317", -   , -   , -   ,"27,890"
716,LOMETA ISD,Educational Institution,SSFO,,2,12,Lampasas ,2, -   ,20, -   ,20, -   , -   , -   ,483, -   ,811,41, -   , -   ,"1,294", -   ,933, -   ,"2,487", -   , -   , -   ,"3,420"
717,COTULLA ISD,Educational Institution,SSFO,,4,20,La Salle ,6, -   ,31, -   ,31, -   , -   , -   ,"7,331", -   ,"9,652",311, -   , -   ,"16,983", -   ,"14,327", -   ,"29,902", -   , -   , -   ,"44,229"
724,GIDDINGS ISD,Educational Institution,SSFO,,4,13,Lee ,2, -   ,29, -   ,29, -   , -   , -   ,279, -   ,"2,047",71, -   , -   ,"2,326", -   ,540, -   ,"6,318", -   , -   , -   ,"6,857"
726,DIME BOX ISD,Educational Institution,SSFO,,4,13,Lee ,1, -   , -   , -   ,14, -   , -   , -   , -   , -   ,517,37, -   , -   ,517, -   , -   , -   ,"1,582", -   , -   , -   ,"1,582"
727,BUFFALO ISD,Educational Institution,SSFO,,3,6,Leon ,2, -   ,15, -   ,15, -   , -   , -   ,894, -   ,"1,062",71, -   , -   ,"1,956", -   ,"1,725", -   ,"3,250", -   , -   , -   ,"4,975"
736,HULL-DAISETTA ISD,Educational Institution,SSFO,,3,5,Liberty ,12,30,30, -   ,30, -   , -   ,279,"1,001", -   ,"1,906",64, -   , -   ,"3,186",459,"1,964", -   ,"5,927", -   , -   , -   ,"8,350"
737,LIBERTY ISD,Educational Institution,SSFO,,3,4,Liberty ,33, -   ,42, -   ,42, -   , -   , -   ,"2,149", -   ,"5,897",140, -   , -   ,"8,046", -   ,"4,227", -   ,"18,340", -   , -   , -   ,"22,566"
748,LLANO ISD,Educational Institution,SSFO,,4,13,Llano ,2, -   ,18, -   ,18, -   , -   , -   ,"1,049", -   ,"1,920",107, -   , -   ,"2,969", -   ,"2,025", -   ,"5,875", -   , -   , -   ,"7,900"
751,LUBBOCK ISD,Educational Institution,SSFO,,1,17,Lubbock ,42, -   ,41, -   ,41, -   , -   , -   ,"8,719", -   ,"12,481",304, -   , -   ,"21,200", -   ,"16,974", -   ,"38,656", -   , -   , -   ,"55,630"
755,FRENSHIP ISD,Educational Institution,SSFO,,1,17,Lubbock ,1, -   ,18, -   ,18, -   , -   , -   ,"2,494", -   ,"2,913",162, -   , -   ,"5,407", -   ,"4,813", -   ,"8,856", -   , -   , -   ,"13,669"
763,MADISONVILLE CONS ISD,Educational Institution,SSFO,,3,6,Madison ,2, -   ,19, -   ,18, -   , -   , -   ,"1,333", -   ,"1,405",78, -   , -   ,"2,738", -   ,"2,579", -   ,"4,311", -   , -   , -   ,"6,890"
768,MASON ISD,Educational Institution,SSFO,,4,15,Mason ,3, -   ,16, -   ,16, -   , -   , -   ,311, -   ,484,30, -   , -   ,795, -   ,600, -   ,"1,481", -   , -   , -   ,"2,081"
770,TIDEHAVEN ISD,Educational Institution,SSFO,,3,3,Matagorda ,1, -   , -   , -   ,14, -   , -   , -   , -   , -   ,649,46, -   , -   ,649, -   , -   , -   ,"1,986", -   , -   , -   ,"1,986"
773,VAN VLECK ISD,Educational Institution,SSFO,,3,3,Matagorda ,2, -   , -   ,18, -   , -   , -   , -   , -   ,284, -   , - , -   , -   ,284, -   , -   ,233, -   , -   , -   , -   ,233
775,BRADY ISD,Educational Institution,SSFO,,4,15,Mcculloch ,1, -   ,16, -   ,16, -   , -   , -   ,"1,190", -   ,"1,460",91, -   , -   ,"2,650", -   ,"2,297", -   ,"4,468", -   , -   , -   ,"6,764"
782,MIDWAY ISD-WACO,Educational Institution,SSFO,,2,12,Mclennan ,2, -   ,22, -   ,22, -   , -   , -   ,867, -   ,"1,408",64, -   , -   ,"2,275", -   ,"1,679", -   ,"4,298", -   , -   , -   ,"5,977"
783,LA VEGA ISD,Educational Institution,SSFO,,2,12,Mclennan ,16, -   ,16, -   ,35, -   , -   , -   ,"4,590", -   ,"12,337",352, -   , -   ,"16,927", -   ,"8,886", -   ,"38,229", -   , -   , -   ,"47,115"
785,MART ISD,Educational Institution,SSFO,,2,12,Mclennan ,1, -   ,18, -   ,18, -   , -   , -   ,536, -   ,"1,103",61, -   , -   ,"1,639", -   ,"1,034", -   ,"3,375", -   , -   , -   ,"4,410"
786,MCGREGOR ISD,Educational Institution,SSFO,,2,12,Mclennan ,2, -   ,20, -   ,20, -   , -   , -   ,939, -   ,789,39, -   , -   ,"1,728", -   ,"1,813", -   ,"2,418", -   , -   , -   ,"4,231"
787,MOODY ISD,Educational Institution,SSFO,,2,12,Mclennan ,2, -   ,24, -   ,24, -   , -   , -   ,"1,950", -   ,"1,874",78, -   , -   ,"3,824", -   ,"3,804", -   ,"5,800", -   , -   , -   ,"9,604"
792,BRUCEVILLE-EDDY ISD,Educational Institution,SSFO,,2,12,Mclennan ,1, -   ,14, -   , -   , -   , -   , -   ,182, -   , -   , - , -   , -   ,182, -   ,351, -   , -   , -   , -   , -   ,351
794,CONNALLY ISD,Educational Institution,SSFO,,2,12,Mclennan ,6, -   ,39, -   ,39, -   , -   , -   ,"3,696", -   ,"4,728",121, -   , -   ,"8,424", -   ,"7,201", -   ,"14,636", -   , -   , -   ,"21,836"
800,DEVINE ISD,Educational Institution,SSFO,,4,20,Medina ,3, -   ,20, -   ,20, -   , -   , -   ,"1,028", -   ,"2,095",105, -   , -   ,"3,123", -   ,"1,984", -   ,"6,411", -   , -   , -   ,"8,395"
812,ROCKDALE ISD,Educational Institution,SSFO,,2,6,Milam ,4, -   ,16, -   ,16, -   , -   , -   ,"1,809", -   ,"2,210",138, -   , -   ,"4,019", -   ,"3,502", -   ,"6,784", -   , -   , -   ,"10,286"
814,BUCKHOLTS ISD,Educational Institution,SSFO,,2,6,Milam ,2, -   ,18, -   ,15, -   , -   , -   ,270, -   ,246,16, -   , -   ,516, -   ,523, -   ,756, -   , -   , -   ,"1,279"
822,BOWIE ISD,Educational Institution,SSFO,,2,9,Montague ,2, -   , -   , -   ,22, -   , -   , -   , -   , -   ,423,19, -   , -   ,423, -   , -   , -   ,"1,297", -   , -   , -   ,"1,297"
823,NOCONA ISD,Educational Institution,SSFO,,2,9,Montague ,2, -   ,22, -   ,22, -   , -   , -   ,647, -   ,"1,410",64, -   , -   ,"2,057", -   ,"1,288", -   ,"4,442", -   , -   , -   ,"5,729"
829,"TEXAS SERENITY ACADEMY (CONROE,TX)",Educational Institution,SSFO,,3,4,Montgomery ,2, -   , -   , -   ,21, -   , -   , -   , -   , -   ,"1,609",77, -   , -   ,"1,609", -   , -   , -   ,"4,947", -   , -   , -   ,"4,947"
835,NEW CANEY ISD,Educational Institution,SSFO,,3,6,Montgomery ,21,18,31, -   ,31, -   , -   ,93,"16,096", -   ,"27,524",888, -   , -   ,"43,713",152,"31,074", -   ,"84,238", -   , -   , -   ,"115,464"
837,SUNRAY ISD,Educational Institution,SSFO,,1,16,Moore ,2, -   ,19, -   ,19, -   , -   , -   ,776, -   ,"1,057",56, -   , -   ,"1,833", -   ,"1,499", -   ,"3,238", -   , -   , -   ,"4,737"
838,DAINGERFIELD-LONE STAR IS,Educational Institution,SSFO,,2,8,Morris ,4, -   ,15, -   ,15, -   , -   , -   ,456, -   ,"1,529",102, -   , -   ,"1,985", -   ,880, -   ,"4,679", -   , -   , -   ,"5,559"
839,PEWITT CONS ISD,Educational Institution,SSFO,,2,8,Morris ,2, -   ,14, -   ,14, -   , -   , -   ,196, -   ,234,17, -   , -   ,430, -   ,378, -   ,716, -   , -   , -   ,"1,094"
852,DAWSON ISD,Educational Institution,SSFO,,2,12,Navarro ,2, -   ,30, -   ,30, -   , -   , -   ,813, -   ,"1,095",37, -   , -   ,"1,908", -   ,"1,589", -   ,"3,394", -   , -   , -   ,"4,983"
854,KERENS ISD,Educational Institution,SSFO,,2,12,Navarro ,2, -   ,30, -   ,30, -   , -   , -   ,745, -   ,"1,776",59, -   , -   ,"2,521", -   ,"1,443", -   ,"5,471", -   , -   , -   ,"6,915"
857,BURKEVILLE ISD,Educational Institution,SSFO,,3,5,Newton ,2, -   , -   , -   ,30, -   , -   , -   , -   , -   ,"2,220",74, -   , -   ,"2,220", -   , -   , -   ,"6,894", -   , -   , -   ,"6,894"
860,ROSCOE ISD,Educational Institution,SSFO,,1,14,Nolan ,1, -   ,18, -   ,18, -   , -   , -   ,667, -   ,"1,536",85, -   , -   ,"2,203", -   ,"1,287", -   ,"4,700", -   , -   , -   ,"5,987"
866,AGUA DULCE ISD,Educational Institution,SSFO,,5,2,Nueces ,2, -   ,19, -   ,19, -   , -   , -   ,222, -   ,319,17, -   , -   ,541, -   ,432, -   ,986, -   , -   , -   ,"1,417"
868,CALALLEN ISD,Educational Institution,SSFO,,5,2,Nueces ,5, -   ,41, -   ,41, -   , -   , -   ,"2,402", -   ,"4,274",104, -   , -   ,"6,676", -   ,"4,710", -   ,"13,177", -   , -   , -   ,"17,887"
869,CORPUS CHRISTI ISD,Educational Institution,SSFO,,5,2,Nueces ,39, -   ,42, -   ,43,43, -   , -   ,"5,563", -   ,"33,860",787,"25,103", -   ,"64,526", -   ,"10,831", -   ,"105,296","20,929", -   , -   ,"137,055"
876,FLOUR BLUFF ISD,Educational Institution,SSFO,,5,2,Nueces ,7, -   ,50, -   ,50, -   , -   , -   ,"7,314", -   ,"11,344",227, -   , -   ,"18,658", -   ,"14,357", -   ,"35,290", -   , -   , -   ,"49,647"
877,WEST OSO ISD,Educational Institution,SSFO,,5,2,Nueces ,4, -   ,22, -   ,22, -   , -   , -   ,"2,523", -   ,"5,205",237, -   , -   ,"7,728", -   ,"4,905", -   ,"16,059", -   , -   , -   ,"20,964"
885,VIDOR ISD,Educational Institution,SSFO,,3,5,Orange ,4, -   ,10, -   ,16, -   , -   , -   ,"1,045", -   ,"2,263",141, -   , -   ,"3,308", -   ,"2,017", -   ,"6,929", -   , -   , -   ,"8,946"
888,GRAFORD ISD,Educational Institution,SSFO,,2,11,Palo Pinto ,2, -   , -   , -   ,30, -   , -   , -   , -   , -   ,653,22, -   , -   ,653, -   , -   , -   ,"2,007", -   , -   , -   ,"2,007"
889,MINERAL WELLS ISD,Educational Institution,SSFO,,2,11,Palo Pinto ,2, -   ,35, -   ,35, -   , -   , -   ,"1,740", -   ,"8,269",236, -   , -   ,"10,009", -   ,"3,366", -   ,"25,648", -   , -   , -   ,"29,014"
898,SPRINGTOWN ISD,Educational Institution,SSFO,,2,11,Parker ,2, -   ,16, -   ,16, -   , -   , -   ,517, -   ,983,61, -   , -   ,"1,500", -   ,998, -   ,"3,008", -   , -   , -   ,"4,006"
899,WEATHERFORD ISD,Educational Institution,SSFO,,2,11,Parker ,3, -   ,45, -   ,45, -   , -   , -   ,"2,752", -   ,"11,863",264, -   , -   ,"14,615", -   ,"5,378", -   ,"36,870", -   , -   , -   ,"42,249"
906,FARWELL ISD,Educational Institution,SSFO,,1,16,Parmer ,1, -   , -   , -   ,16, -   , -   , -   , -   , -   ,876,55, -   , -   ,876, -   , -   , -   ,"2,681", -   , -   , -   ,"2,681"
910,FT STOCKTON ISD,Educational Institution,SSFO,,1,18,Pecos ,3,5,16, -   ,16, -   , -   ,860,889, -   ,"2,992",187, -   , -   ,"4,741","1,393","1,716", -   ,"9,156", -   , -   , -   ,"12,264"
916,LIVINGSTON ISD,Educational Institution,SSFO,,3,6,Polk ,4, -   ,24, -   ,12, -   , -   , -   ,"2,419", -   ,"1,260",105, -   , -   ,"3,679", -   ,"4,719", -   ,"3,856", -   , -   , -   ,"8,575"
917,ONALASKA ISD,Educational Institution,SSFO,,3,6,Polk ,2, -   , -   , -   ,16, -   , -   , -   , -   , -   ,"3,646",228, -   , -   ,"3,646", -   , -   , -   ,"11,182", -   , -   , -   ,"11,182"
922,MARFA ISD,Educational Institution,SSFO,,1,18,Presidio ,2, -   ,20, -   ,20, -   , -   , -   ,553, -   ,838,42, -   , -   ,"1,391", -   ,"1,078", -   ,"2,590", -   , -   , -   ,"3,668"
924,RAINS ISD,Educational Institution,SSFO,,2,7,Rains ,2, -   ,25, -   ,25, -   , -   , -   ,"3,804", -   ,"5,486",219, -   , -   ,"9,290", -   ,"7,406", -   ,"16,897", -   , -   , -   ,"24,303"
928,LEAKEY ISD,Educational Institution,SSFO,,4,20,Real ,1, -   ,11, -   ,11, -   , -   , -   ,354, -   ,630,57, -   , -   ,984, -   ,683, -   ,"1,928", -   , -   , -   ,"2,611"
932,DETROIT ISD,Educational Institution,SSFO,,2,8,Red River ,2, -   , -   , -   ,20, -   , -   , -   , -   , -   ,305,15, -   , -   ,305, -   , -   , -   ,937, -   , -   , -   ,937
945,ROYSE CITY ISD,Educational Institution,SSFO,,2,10,Rockwall ,2, -   ,16, -   ,16, -   , -   , -   ,"2,094", -   ,"2,949",184, -   , -   ,"5,043", -   ,"4,049", -   ,"8,977", -   , -   , -   ,"13,026"
946,BALLINGER ISD,Educational Institution,SSFO,,1,15,Runnels ,2, -   ,23, -   ,24, -   , -   , -   ,343, -   ,830,35, -   , -   ,"1,173", -   ,683, -   ,"2,615", -   , -   , -   ,"3,297"
950,HENDERSON ISD,Educational Institution,SSFO,,2,7,Rusk ,4, -   ,28, -   ,28, -   , -   , -   ,"3,198", -   ,"5,255",188, -   , -   ,"8,453", -   ,"6,227", -   ,"16,189", -   , -   , -   ,"22,415"
954,OVERTON ISD,Educational Institution,SSFO,,2,7,Rusk ,4, -   , -   , -   ,25, -   , -   , -   , -   , -   ,812,32, -   , -   ,812, -   , -   , -   ,"2,499", -   , -   , -   ,"2,499"
959,WEST SABINE ISD,Educational Institution,SSFO,,3,7,Sabine ,2, -   , -   , -   ,30, -   , -   , -   , -   , -   ,"1,986",66, -   , -   ,"1,986", -   , -   , -   ,"6,112", -   , -   , -   ,"6,112"
961,BROADDUS ISD,Educational Institution,SSFO,,3,7,San Augustine ,2, -   , -   , -   ,30, -   , -   , -   , -   , -   ,"1,821",61, -   , -   ,"1,821", -   , -   , -   ,"5,598", -   , -   , -   ,"5,598"
962,COLDSPRING-OAKHURST CONS,Educational Institution,SSFO,,3,6,San Jacinto ,2, -   ,17, -   ,13, -   , -   , -   ,"1,176", -   ,"1,659",128, -   , -   ,"2,835", -   ,"2,273", -   ,"5,077", -   , -   , -   ,"7,350"
963,SHEPHERD ISD,Educational Institution,SSFO,,3,6,San Jacinto ,2, -   ,15, -   ,11, -   , -   , -   ,987, -   ,"1,920",175, -   , -   ,"2,907", -   ,"1,906", -   ,"5,875", -   , -   , -   ,"7,781"
966,INGLESIDE ISD,Educational Institution,SSFO,,5,2,San Patricio ,2, -   ,19, -   ,20, -   , -   , -   ,"1,254", -   ,"1,538",77, -   , -   ,"2,792", -   ,"2,434", -   ,"4,704", -   , -   , -   ,"7,139"
968,ODEM-EDROY ISD,Educational Institution,SSFO,,5,2,San Patricio ,1, -   ,16, -   ,16, -   , -   , -   ,464, -   ,"1,017",64, -   , -   ,"1,481", -   ,896, -   ,"3,112", -   , -   , -   ,"4,008"
970,TAFT ISD,Educational Institution,SSFO,,5,2,San Patricio ,4, -   ,20, -   ,20, -   , -   , -   ,"2,056", -   ,"2,765",138, -   , -   ,"4,821", -   ,"3,990", -   ,"8,499", -   , -   , -   ,"12,488"
976,SNYDER ISD,Educational Institution,SSFO,,1,14,Scurry ,3, -   ,30, -   ,30, -   , -   , -   ,"2,273", -   ,"2,937",98, -   , -   ,"5,210", -   ,"4,429", -   ,"9,085", -   , -   , -   ,"13,514"
980,CENTER ISD,Educational Institution,SSFO,,3,7,Shelby ,4, -   ,26, -   ,26, -   , -   , -   ,"3,044", -   ,"4,494",173, -   , -   ,"7,538", -   ,"6,021", -   ,"14,083", -   , -   , -   ,"20,104"
983,TENAHA ISD,Educational Institution,SSFO,,3,7,Shelby ,1, -   ,15, -   ,15, -   , -   , -   ,792, -   ,"1,201",80, -   , -   ,"1,993", -   ,"1,529", -   ,"3,675", -   , -   , -   ,"5,204"
